ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16235,16,148,0
1,1,365,16109,16,142,0
2,2,730,15964,11,156,0
3,3,1095,15848,16,132,0
4,4,1460,15691,7,164,0
5,5,1825,15561,23,153,0
6,6,2190,15421,18,158,0
7,7,2555,15265,16,172,0
8,8,2920,15119,20,166,0
9,9,3285,14989,13,143,0
10,10,3650,14839,17,167,0
11,11,4015,14711,13,141,0
12,12,4380,14554,15,172,0
13,13,4745,14411,19,162,0
14,14,5110,14248,19,182,0
15,15,5475,14083,17,182,0
16,16,5840,13912,20,191,0
17,17,6205,13756,12,168,0
18,18,6570,13602,11,165,0
19,19,6935,13430,19,191,0
20,20,7300,13265,18,183,0
