ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16274,54,148,0
1,1,365,16190,66,150,0
2,2,730,16109,71,152,0
3,3,1095,16049,81,141,0
4,4,1460,16009,80,120,0
5,5,1825,15944,95,160,0
6,6,2190,15899,100,145,0
7,7,2555,15843,94,150,0
8,8,2920,15798,89,134,0
9,9,3285,15761,104,141,0
10,10,3650,15728,99,132,0
11,11,4015,15693,98,133,0
12,12,4380,15617,98,174,0
13,13,4745,15554,109,172,0
14,14,5110,15492,117,179,0
15,15,5475,15439,114,167,0
16,16,5840,15388,122,173,0
17,17,6205,15294,104,198,0
18,18,6570,15228,111,177,0
19,19,6935,15172,130,186,0
20,20,7300,15116,132,188,0
