ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16259,21,130,0
1,1,365,16145,19,133,0
2,2,730,16007,16,154,0
3,3,1095,15872,12,147,0
4,4,1460,15727,10,155,0
5,5,1825,15591,6,142,0
6,6,2190,15471,16,136,0
7,7,2555,15345,14,140,0
8,8,2920,15237,22,130,0
9,9,3285,15080,16,173,0
10,10,3650,14917,18,181,0
11,11,4015,14773,16,160,0
12,12,4380,14616,16,173,0
13,13,4745,14483,12,145,0
14,14,5110,14338,18,163,0
15,15,5475,14181,25,182,0
16,16,5840,14029,16,168,0
17,17,6205,13889,23,163,0
18,18,6570,13703,24,210,0
19,19,6935,13529,15,189,0
20,20,7300,13348,15,196,0
