ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16285,49,132,0
1,1,365,16212,66,139,0
2,2,730,16137,80,155,0
3,3,1095,16045,62,154,0
4,4,1460,15954,68,159,0
5,5,1825,15874,59,139,0
6,6,2190,15803,73,144,0
7,7,2555,15756,76,123,0
8,8,2920,15669,69,156,0
9,9,3285,15597,81,153,0
10,10,3650,15550,86,133,0
11,11,4015,15467,73,156,0
12,12,4380,15394,88,161,0
13,13,4745,15337,98,155,0
14,14,5110,15264,92,165,0
15,15,5475,15200,93,157,0
16,16,5840,15128,109,181,0
17,17,6205,15055,114,187,0
18,18,6570,14979,94,170,0
19,19,6935,14875,96,200,0
20,20,7300,14805,127,197,0
