ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16273,58,152,0
1,1,365,16195,61,139,0
2,2,730,16134,75,136,0
3,3,1095,16043,66,157,0
4,4,1460,15967,70,146,0
5,5,1825,15874,73,166,0
6,6,2190,15794,73,153,0
7,7,2555,15736,80,138,0
8,8,2920,15668,69,137,0
9,9,3285,15568,69,169,0
10,10,3650,15496,91,163,0
11,11,4015,15391,81,186,0
12,12,4380,15306,91,176,0
13,13,4745,15252,87,141,0
14,14,5110,15163,88,177,0
15,15,5475,15110,96,149,0
16,16,5840,15031,103,182,0
17,17,6205,14947,86,170,0
18,18,6570,14865,85,167,0
19,19,6935,14805,120,180,0
20,20,7300,14737,101,169,0
