ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16318,64,115,0
1,1,365,16246,70,142,0
2,2,730,16188,89,147,0
3,3,1095,16121,81,148,0
4,4,1460,16066,90,145,0
5,5,1825,16037,101,130,0
6,6,2190,16014,120,143,0
7,7,2555,15996,126,144,0
8,8,2920,15982,151,165,0
9,9,3285,15964,128,146,0
10,10,3650,15959,143,148,0
11,11,4015,15943,139,155,0
12,12,4380,15900,153,196,0
13,13,4745,15881,135,154,0
14,14,5110,15868,157,170,0
15,15,5475,15869,160,159,0
16,16,5840,15899,192,162,0
17,17,6205,15901,178,176,0
18,18,6570,15875,163,189,0
19,19,6935,15873,177,179,0
20,20,7300,15845,151,179,0
