ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16265,52,154,0
1,1,365,16189,69,145,0
2,2,730,16131,75,133,0
3,3,1095,16056,75,150,0
4,4,1460,15979,85,162,0
5,5,1825,15913,85,151,0
6,6,2190,15827,90,176,0
7,7,2555,15796,113,144,0
8,8,2920,15737,104,163,0
9,9,3285,15680,105,162,0
10,10,3650,15627,101,154,0
11,11,4015,15596,115,146,0
12,12,4380,15565,137,168,0
13,13,4745,15509,116,172,0
14,14,5110,15456,107,160,0
15,15,5475,15386,123,193,0
16,16,5840,15357,140,169,0
17,17,6205,15282,116,191,0
18,18,6570,15254,137,165,0
19,19,6935,15212,139,181,0
20,20,7300,15174,141,179,0
