ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16294,56,131,0
1,1,365,16187,48,155,0
2,2,730,16107,66,146,0
3,3,1095,16019,53,141,0
4,4,1460,15930,47,136,0
5,5,1825,15817,51,164,0
6,6,2190,15718,57,156,0
7,7,2555,15639,50,129,0
8,8,2920,15548,49,140,0
9,9,3285,15430,52,170,0
10,10,3650,15334,51,147,0
11,11,4015,15218,64,180,0
12,12,4380,15114,57,161,0
13,13,4745,15027,67,154,0
14,14,5110,14928,61,160,0
15,15,5475,14829,64,163,0
16,16,5840,14701,64,192,0
17,17,6205,14580,62,183,0
18,18,6570,14454,62,188,0
19,19,6935,14354,71,171,0
20,20,7300,14236,77,195,0
