ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16280,69,157,0
1,1,365,16209,66,137,0
2,2,730,16147,78,140,0
3,3,1095,16058,66,155,0
4,4,1460,16018,84,124,0
5,5,1825,15975,95,138,0
6,6,2190,15909,80,146,0
7,7,2555,15857,92,144,0
8,8,2920,15820,85,122,0
9,9,3285,15741,95,174,0
10,10,3650,15687,109,163,0
11,11,4015,15631,93,149,0
12,12,4380,15580,109,160,0
13,13,4745,15541,137,176,0
14,14,5110,15482,116,175,0
15,15,5475,15433,134,183,0
16,16,5840,15393,138,178,0
17,17,6205,15368,152,177,0
18,18,6570,15326,143,185,0
19,19,6935,15257,118,187,0
20,20,7300,15236,148,169,0
