ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16277,62,154,0
1,1,365,16207,71,141,0
2,2,730,16123,66,150,0
3,3,1095,16052,81,152,0
4,4,1460,15978,72,146,0
5,5,1825,15927,83,134,0
6,6,2190,15856,69,140,0
7,7,2555,15799,99,156,0
8,8,2920,15745,83,137,0
9,9,3285,15713,109,141,0
10,10,3650,15621,85,177,0
11,11,4015,15562,106,165,0
12,12,4380,15522,111,151,0
13,13,4745,15465,108,165,0
14,14,5110,15426,127,166,0
15,15,5475,15404,147,169,0
16,16,5840,15329,99,174,0
17,17,6205,15269,110,170,0
18,18,6570,15200,116,185,0
19,19,6935,15151,126,175,0
20,20,7300,15079,136,208,0
