ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16288,71,151,0
1,1,365,16219,64,133,0
2,2,730,16181,88,126,0
3,3,1095,16096,78,163,0
4,4,1460,16015,74,155,0
5,5,1825,15956,84,143,0
6,6,2190,15921,103,138,0
7,7,2555,15860,84,145,0
8,8,2920,15789,79,150,0
9,9,3285,15748,101,142,0
10,10,3650,15732,111,127,0
11,11,4015,15678,95,149,0
12,12,4380,15617,107,168,0
13,13,4745,15579,108,146,0
14,14,5110,15536,117,160,0
15,15,5475,15488,121,169,0
16,16,5840,15427,119,180,0
17,17,6205,15346,100,181,0
18,18,6570,15295,137,188,0
19,19,6935,15256,144,183,0
20,20,7300,15204,129,181,0
