ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16298,67,137,0
1,1,365,16213,72,157,0
2,2,730,16175,94,132,0
3,3,1095,16120,81,136,0
4,4,1460,16090,106,136,0
5,5,1825,16027,94,157,0
6,6,2190,16028,122,121,0
7,7,2555,16009,135,154,0
8,8,2920,15993,132,148,0
9,9,3285,15994,135,134,0
10,10,3650,15949,118,163,0
11,11,4015,15954,142,137,0
12,12,4380,15950,166,170,0
13,13,4745,15949,154,155,0
14,14,5110,15938,168,179,0
15,15,5475,15927,174,185,0
16,16,5840,15924,171,174,0
17,17,6205,15914,180,190,0
18,18,6570,15905,195,204,0
19,19,6935,15907,187,185,0
20,20,7300,15895,176,188,0
