ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16297,59,130,0
1,1,365,16240,74,131,0
2,2,730,16182,92,150,0
3,3,1095,16128,90,144,0
4,4,1460,16098,99,129,0
5,5,1825,16056,103,145,0
6,6,2190,16003,104,157,0
7,7,2555,15973,109,139,0
8,8,2920,15911,94,156,0
9,9,3285,15887,127,151,0
10,10,3650,15821,114,180,0
11,11,4015,15799,148,170,0
12,12,4380,15758,131,172,0
13,13,4745,15723,135,170,0
14,14,5110,15688,119,154,0
15,15,5475,15668,150,170,0
16,16,5840,15628,141,181,0
17,17,6205,15596,150,182,0
18,18,6570,15558,159,197,0
19,19,6935,15528,144,174,0
20,20,7300,15498,164,194,0
