ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16297,63,133,0
1,1,365,16233,84,148,0
2,2,730,16159,68,142,0
3,3,1095,16081,72,150,0
4,4,1460,16052,97,126,0
5,5,1825,15980,87,159,0
6,6,2190,15908,93,165,0
7,7,2555,15870,102,140,0
8,8,2920,15810,93,153,0
9,9,3285,15750,101,161,0
10,10,3650,15722,113,141,0
11,11,4015,15685,112,149,0
12,12,4380,15631,113,167,0
13,13,4745,15591,121,161,0
14,14,5110,15535,116,172,0
15,15,5475,15485,121,171,0
16,16,5840,15444,126,167,0
17,17,6205,15385,129,188,0
18,18,6570,15358,136,163,0
19,19,6935,15303,125,180,0
20,20,7300,15231,126,198,0
