ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16244,31,155,0
1,1,365,16101,15,158,0
2,2,730,15975,28,154,0
3,3,1095,15851,18,142,0
4,4,1460,15730,14,135,0
5,5,1825,15603,20,147,0
6,6,2190,15463,17,157,0
7,7,2555,15328,25,160,0
8,8,2920,15194,12,146,0
9,9,3285,15058,14,150,0
10,10,3650,14934,20,144,0
11,11,4015,14775,17,176,0
12,12,4380,14638,22,159,0
13,13,4745,14506,22,154,0
14,14,5110,14385,25,146,0
15,15,5475,14245,20,160,0
16,16,5840,14113,28,160,0
17,17,6205,13977,27,163,0
18,18,6570,13792,24,209,0
19,19,6935,13606,19,205,0
20,20,7300,13439,21,188,0
