ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16271,51,147,0
1,1,365,16178,45,138,0
2,2,730,16084,55,149,0
3,3,1095,16002,67,149,0
4,4,1460,15914,68,156,0
5,5,1825,15836,66,144,0
6,6,2190,15762,78,152,0
7,7,2555,15692,71,141,0
8,8,2920,15617,70,145,0
9,9,3285,15530,66,153,0
10,10,3650,15461,72,141,0
11,11,4015,15363,72,170,0
12,12,4380,15296,87,154,0
13,13,4745,15205,91,182,0
14,14,5110,15121,77,161,0
15,15,5475,15041,111,191,0
16,16,5840,14978,95,158,0
17,17,6205,14882,76,172,0
18,18,6570,14824,95,153,0
19,19,6935,14739,90,175,0
20,20,7300,14638,78,179,0
