ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16303,62,127,0
1,1,365,16237,74,140,0
2,2,730,16195,97,139,0
3,3,1095,16140,86,141,0
4,4,1460,16121,103,122,0
5,5,1825,16071,101,151,0
6,6,2190,16032,108,147,0
7,7,2555,16017,118,133,0
8,8,2920,15965,126,178,0
9,9,3285,15935,122,152,0
10,10,3650,15895,122,162,0
11,11,4015,15836,123,182,0
12,12,4380,15835,162,163,0
13,13,4745,15805,127,157,0
14,14,5110,15781,157,181,0
15,15,5475,15794,179,166,0
16,16,5840,15807,171,158,0
17,17,6205,15818,182,171,0
18,18,6570,15804,170,184,0
19,19,6935,15775,165,194,0
20,20,7300,15748,177,204,0
