ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16298,65,136,0
1,1,365,16259,81,120,0
2,2,730,16190,73,142,0
3,3,1095,16135,70,125,0
4,4,1460,16068,90,157,0
5,5,1825,15996,87,159,0
6,6,2190,15927,72,141,0
7,7,2555,15869,88,146,0
8,8,2920,15827,104,146,0
9,9,3285,15777,100,150,0
10,10,3650,15722,87,142,0
11,11,4015,15649,104,177,0
12,12,4380,15606,101,144,0
13,13,4745,15551,114,169,0
14,14,5110,15477,109,183,0
15,15,5475,15413,123,187,0
16,16,5840,15362,125,176,0
17,17,6205,15322,121,161,0
18,18,6570,15270,122,174,0
19,19,6935,15228,132,174,0
20,20,7300,15139,122,211,0
