ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16275,63,156,0
1,1,365,16199,63,139,0
2,2,730,16144,74,129,0
3,3,1095,16100,72,116,0
4,4,1460,16029,76,147,0
5,5,1825,15974,90,145,0
6,6,2190,15945,92,121,0
7,7,2555,15876,80,149,0
8,8,2920,15839,97,134,0
9,9,3285,15782,83,140,0
10,10,3650,15741,104,145,0
11,11,4015,15704,120,157,0
12,12,4380,15670,114,148,0
13,13,4745,15610,114,174,0
14,14,5110,15532,105,183,0
15,15,5475,15514,127,145,0
16,16,5840,15472,120,162,0
17,17,6205,15403,117,186,0
18,18,6570,15375,144,172,0
19,19,6935,15284,116,207,0
20,20,7300,15210,130,204,0
