ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16285,65,147,0
1,1,365,16204,55,136,0
2,2,730,16137,61,128,0
3,3,1095,16030,61,168,0
4,4,1460,15920,44,154,0
5,5,1825,15852,63,131,0
6,6,2190,15787,72,137,0
7,7,2555,15713,78,152,0
8,8,2920,15627,69,155,0
9,9,3285,15540,73,160,0
10,10,3650,15459,62,143,0
11,11,4015,15379,79,159,0
12,12,4380,15286,79,172,0
13,13,4745,15185,63,164,0
14,14,5110,15063,70,192,0
15,15,5475,14911,50,202,0
16,16,5840,14826,81,166,0
17,17,6205,14742,82,166,0
18,18,6570,14656,86,172,0
19,19,6935,14562,81,175,0
20,20,7300,14486,92,168,0
