ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16285,60,143,0
1,1,365,16210,62,137,0
2,2,730,16118,42,134,0
3,3,1095,16013,55,160,0
4,4,1460,15930,64,147,0
5,5,1825,15856,60,134,0
6,6,2190,15765,48,139,0
7,7,2555,15650,33,148,0
8,8,2920,15569,65,146,0
9,9,3285,15500,72,141,0
10,10,3650,15434,86,152,0
11,11,4015,15351,62,145,0
12,12,4380,15258,57,150,0
13,13,4745,15164,74,168,0
14,14,5110,15048,64,180,0
15,15,5475,14949,68,167,0
16,16,5840,14850,73,172,0
17,17,6205,14739,83,194,0
18,18,6570,14624,79,194,0
19,19,6935,14513,78,189,0
20,20,7300,14383,62,192,0
