ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16277,62,154,0
1,1,365,16210,67,134,0
2,2,730,16135,85,160,0
3,3,1095,16044,75,166,0
4,4,1460,15992,92,144,0
5,5,1825,15934,79,137,0
6,6,2190,15855,83,162,0
7,7,2555,15796,89,148,0
8,8,2920,15747,88,137,0
9,9,3285,15690,87,144,0
10,10,3650,15628,100,162,0
11,11,4015,15604,115,139,0
12,12,4380,15544,109,169,0
13,13,4745,15470,102,176,0
14,14,5110,15429,107,148,0
15,15,5475,15352,119,196,0
16,16,5840,15301,133,184,0
17,17,6205,15220,100,181,0
18,18,6570,15184,127,163,0
19,19,6935,15125,121,180,0
20,20,7300,15060,126,191,0
