ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16271,61,157,0
1,1,365,16189,67,149,0
2,2,730,16100,49,138,0
3,3,1095,16010,56,146,0
4,4,1460,15957,72,125,0
5,5,1825,15879,66,144,0
6,6,2190,15795,61,145,0
7,7,2555,15731,71,135,0
8,8,2920,15660,74,145,0
9,9,3285,15581,76,155,0
10,10,3650,15513,82,150,0
11,11,4015,15450,91,154,0
12,12,4380,15369,83,164,0
13,13,4745,15291,78,156,0
14,14,5110,15162,50,179,0
15,15,5475,15066,73,169,0
16,16,5840,14978,86,174,0
17,17,6205,14888,91,181,0
18,18,6570,14802,85,171,0
19,19,6935,14706,94,190,0
20,20,7300,14603,80,183,0
