ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16274,54,148,0
1,1,365,16220,75,129,0
2,2,730,16158,81,143,0
3,3,1095,16106,92,144,0
4,4,1460,16048,87,145,0
5,5,1825,15969,84,163,0
6,6,2190,15909,86,146,0
7,7,2555,15864,87,132,0
8,8,2920,15800,102,166,0
9,9,3285,15740,99,159,0
10,10,3650,15711,105,134,0
11,11,4015,15648,95,158,0
12,12,4380,15612,116,152,0
13,13,4745,15544,88,156,0
14,14,5110,15501,116,159,0
15,15,5475,15470,125,156,0
16,16,5840,15400,111,181,0
17,17,6205,15332,124,192,0
18,18,6570,15265,125,192,0
19,19,6935,15188,116,193,0
20,20,7300,15154,139,173,0
