ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16281,58,144,0
1,1,365,16223,72,130,0
2,2,730,16142,64,145,0
3,3,1095,16083,83,142,0
4,4,1460,16025,85,143,0
5,5,1825,15933,71,163,0
6,6,2190,15885,93,141,0
7,7,2555,15816,84,153,0
8,8,2920,15778,115,153,0
9,9,3285,15713,92,157,0
10,10,3650,15675,104,142,0
11,11,4015,15632,100,143,0
12,12,4380,15584,116,164,0
13,13,4745,15503,88,169,0
14,14,5110,15476,136,163,0
15,15,5475,15459,133,150,0
16,16,5840,15424,135,170,0
17,17,6205,15351,128,201,0
18,18,6570,15304,128,175,0
19,19,6935,15243,130,191,0
20,20,7300,15185,129,187,0
