ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16296,71,143,0
1,1,365,16224,70,142,0
2,2,730,16158,76,142,0
3,3,1095,16089,85,154,0
4,4,1460,16013,74,150,0
5,5,1825,15943,80,150,0
6,6,2190,15880,68,131,0
7,7,2555,15827,94,147,0
8,8,2920,15798,98,127,0
9,9,3285,15743,98,153,0
10,10,3650,15676,94,161,0
11,11,4015,15608,93,161,0
12,12,4380,15543,106,171,0
13,13,4745,15502,111,152,0
14,14,5110,15428,108,182,0
15,15,5475,15382,118,164,0
16,16,5840,15287,94,189,0
17,17,6205,15261,153,179,0
18,18,6570,15228,134,167,0
19,19,6935,15170,109,167,0
20,20,7300,15100,117,187,0
