ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16297,63,133,0
1,1,365,16234,81,144,0
2,2,730,16139,70,165,0
3,3,1095,16077,84,146,0
4,4,1460,16028,87,136,0
5,5,1825,15961,79,146,0
6,6,2190,15904,72,129,0
7,7,2555,15839,97,162,0
8,8,2920,15807,108,140,0
9,9,3285,15754,94,147,0
10,10,3650,15705,106,155,0
11,11,4015,15657,104,152,0
12,12,4380,15610,107,154,0
13,13,4745,15531,98,177,0
14,14,5110,15459,111,183,0
15,15,5475,15386,98,171,0
16,16,5840,15363,130,153,0
17,17,6205,15314,114,163,0
18,18,6570,15275,141,180,0
19,19,6935,15206,121,190,0
20,20,7300,15145,135,196,0
