ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16293,59,135,0
1,1,365,16239,70,124,0
2,2,730,16173,66,132,0
3,3,1095,16116,62,119,0
4,4,1460,16058,60,118,0
5,5,1825,15982,67,143,0
6,6,2190,15906,78,154,0
7,7,2555,15844,84,146,0
8,8,2920,15769,76,151,0
9,9,3285,15705,81,145,0
10,10,3650,15636,86,155,0
11,11,4015,15566,79,149,0
12,12,4380,15490,104,180,0
13,13,4745,15419,97,168,0
14,14,5110,15373,103,149,0
15,15,5475,15318,109,164,0
16,16,5840,15267,109,160,0
17,17,6205,15161,101,207,0
18,18,6570,15063,105,203,0
19,19,6935,14956,91,198,0
20,20,7300,14868,101,189,0
