ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16272,60,155,0
1,1,365,16217,73,128,0
2,2,730,16110,56,163,0
3,3,1095,16047,68,131,0
4,4,1460,15980,71,138,0
5,5,1825,15916,79,143,0
6,6,2190,15858,91,149,0
7,7,2555,15809,84,133,0
8,8,2920,15740,84,153,0
9,9,3285,15669,81,152,0
10,10,3650,15597,93,165,0
11,11,4015,15535,91,153,0
12,12,4380,15512,113,136,0
13,13,4745,15453,101,160,0
14,14,5110,15394,120,179,0
15,15,5475,15350,118,162,0
16,16,5840,15269,104,185,0
17,17,6205,15203,117,183,0
18,18,6570,15151,149,201,0
19,19,6935,15043,89,197,0
20,20,7300,14971,127,199,0
