ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16283,54,139,0
1,1,365,16191,51,143,0
2,2,730,16111,53,133,0
3,3,1095,16039,54,126,0
4,4,1460,15964,76,151,0
5,5,1825,15865,54,153,0
6,6,2190,15781,72,156,0
7,7,2555,15680,60,161,0
8,8,2920,15592,59,147,0
9,9,3285,15520,71,143,0
10,10,3650,15418,62,164,0
11,11,4015,15336,72,154,0
12,12,4380,15288,94,142,0
13,13,4745,15221,100,167,0
14,14,5110,15148,90,163,0
15,15,5475,15057,88,179,0
16,16,5840,14965,84,176,0
17,17,6205,14892,95,168,0
18,18,6570,14807,90,175,0
19,19,6935,14706,105,206,0
20,20,7300,14587,91,210,0
