ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16302,63,128,0
1,1,365,16251,74,125,0
2,2,730,16198,93,146,0
3,3,1095,16154,89,133,0
4,4,1460,16110,83,127,0
5,5,1825,16067,100,143,0
6,6,2190,16033,111,145,0
7,7,2555,15961,90,162,0
8,8,2920,15912,106,155,0
9,9,3285,15866,101,147,0
10,10,3650,15851,139,154,0
11,11,4015,15822,131,160,0
12,12,4380,15744,115,193,0
13,13,4745,15677,108,175,0
14,14,5110,15616,131,192,0
15,15,5475,15600,138,154,0
16,16,5840,15536,126,190,0
17,17,6205,15499,150,187,0
18,18,6570,15470,140,169,0
19,19,6935,15411,130,189,0
20,20,7300,15389,145,167,0
