ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16307,70,131,0
1,1,365,16216,52,143,0
2,2,730,16115,60,161,0
3,3,1095,16000,54,169,0
4,4,1460,15920,73,153,0
5,5,1825,15830,45,135,0
6,6,2190,15766,70,134,0
7,7,2555,15680,62,148,0
8,8,2920,15605,54,129,0
9,9,3285,15501,58,162,0
10,10,3650,15407,65,159,0
11,11,4015,15339,70,138,0
12,12,4380,15253,71,157,0
13,13,4745,15153,66,166,0
14,14,5110,15057,69,165,0
15,15,5475,14961,81,177,0
16,16,5840,14866,86,181,0
17,17,6205,14781,83,168,0
18,18,6570,14699,75,157,0
19,19,6935,14580,78,197,0
20,20,7300,14475,71,176,0
