ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16287,55,136,0
1,1,365,16218,67,136,0
2,2,730,16145,64,137,0
3,3,1095,16063,53,135,0
4,4,1460,15940,57,180,0
5,5,1825,15859,61,142,0
6,6,2190,15773,61,147,0
7,7,2555,15700,68,141,0
8,8,2920,15598,60,162,0
9,9,3285,15500,56,154,0
10,10,3650,15391,63,172,0
11,11,4015,15296,58,153,0
12,12,4380,15201,79,174,0
13,13,4745,15102,72,171,0
14,14,5110,15026,76,152,0
15,15,5475,14958,67,135,0
16,16,5840,14852,82,188,0
17,17,6205,14738,72,186,0
18,18,6570,14611,72,199,0
19,19,6935,14493,64,182,0
20,20,7300,14379,83,197,0
