ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16275,58,150,0
1,1,365,16195,70,150,0
2,2,730,16134,72,133,0
3,3,1095,16079,75,130,0
4,4,1460,16005,78,152,0
5,5,1825,15973,91,123,0
6,6,2190,15909,75,139,0
7,7,2555,15839,79,149,0
8,8,2920,15813,104,130,0
9,9,3285,15739,107,181,0
10,10,3650,15671,100,168,0
11,11,4015,15636,112,147,0
12,12,4380,15602,128,162,0
13,13,4745,15531,120,191,0
14,14,5110,15482,100,149,0
15,15,5475,15434,120,168,0
16,16,5840,15363,111,182,0
17,17,6205,15304,124,183,0
18,18,6570,15254,135,185,0
19,19,6935,15183,109,180,0
20,20,7300,15143,147,187,0
