ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16253,23,139,0
1,1,365,16138,25,140,0
2,2,730,16027,22,133,0
3,3,1095,15900,18,145,0
4,4,1460,15759,14,155,0
5,5,1825,15643,18,134,0
6,6,2190,15501,10,152,0
7,7,2555,15348,16,169,0
8,8,2920,15226,19,141,0
9,9,3285,15100,19,145,0
10,10,3650,14978,16,138,0
11,11,4015,14819,25,184,0
12,12,4380,14675,17,161,0
13,13,4745,14507,20,188,0
14,14,5110,14357,24,174,0
15,15,5475,14221,32,168,0
16,16,5840,14062,17,176,0
17,17,6205,13927,28,163,0
18,18,6570,13758,20,189,0
19,19,6935,13603,12,167,0
20,20,7300,13416,30,217,0
