ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16269,64,162,0
1,1,365,16192,89,166,0
2,2,730,16140,85,137,0
3,3,1095,16075,95,160,0
4,4,1460,16052,107,130,0
5,5,1825,16018,111,145,0
6,6,2190,15956,113,175,0
7,7,2555,15892,127,191,0
8,8,2920,15871,128,149,0
9,9,3285,15876,143,138,0
10,10,3650,15892,161,145,0
11,11,4015,15868,139,163,0
12,12,4380,15852,139,155,0
13,13,4745,15874,162,140,0
14,14,5110,15865,159,168,0
15,15,5475,15830,149,184,0
16,16,5840,15777,144,197,0
17,17,6205,15767,168,178,0
18,18,6570,15728,163,202,0
19,19,6935,15711,161,178,0
20,20,7300,15700,170,181,0
