ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16281,48,135,0
1,1,365,16180,69,170,0
2,2,730,16082,64,162,0
3,3,1095,16005,52,129,0
4,4,1460,15947,66,124,0
5,5,1825,15887,71,131,0
6,6,2190,15809,62,140,0
7,7,2555,15733,66,142,0
8,8,2920,15657,82,158,0
9,9,3285,15583,78,152,0
10,10,3650,15521,91,153,0
11,11,4015,15419,76,178,0
12,12,4380,15372,90,137,0
13,13,4745,15297,81,156,0
14,14,5110,15228,100,169,0
15,15,5475,15130,96,194,0
16,16,5840,15041,89,178,0
17,17,6205,14993,112,160,0
18,18,6570,14917,106,182,0
19,19,6935,14837,107,187,0
20,20,7300,14761,105,181,0
