ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16288,69,149,0
1,1,365,16203,71,156,0
2,2,730,16121,67,149,0
3,3,1095,16081,99,139,0
4,4,1460,16040,79,120,0
5,5,1825,15964,72,148,0
6,6,2190,15918,92,138,0
7,7,2555,15832,87,173,0
8,8,2920,15773,89,148,0
9,9,3285,15703,90,160,0
10,10,3650,15620,83,166,0
11,11,4015,15555,89,154,0
12,12,4380,15499,91,147,0
13,13,4745,15447,103,155,0
14,14,5110,15397,121,171,0
15,15,5475,15352,125,170,0
16,16,5840,15296,112,168,0
17,17,6205,15251,140,185,0
18,18,6570,15211,140,180,0
19,19,6935,15134,136,213,0
20,20,7300,15062,126,198,0
