ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16272,66,161,0
1,1,365,16196,88,164,0
2,2,730,16098,74,172,0
3,3,1095,16017,83,164,0
4,4,1460,15949,76,144,0
5,5,1825,15879,93,163,0
6,6,2190,15822,89,146,0
7,7,2555,15757,85,150,0
8,8,2920,15710,99,146,0
9,9,3285,15632,93,171,0
10,10,3650,15571,110,171,0
11,11,4015,15525,106,152,0
12,12,4380,15472,97,150,0
13,13,4745,15427,118,163,0
14,14,5110,15389,118,156,0
15,15,5475,15347,131,173,0
16,16,5840,15277,121,191,0
17,17,6205,15191,121,207,0
18,18,6570,15131,122,182,0
19,19,6935,15079,132,184,0
20,20,7300,15033,141,187,0
