ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16272,65,160,0
1,1,365,16212,74,134,0
2,2,730,16145,91,158,0
3,3,1095,16065,76,156,0
4,4,1460,16012,110,163,0
5,5,1825,15998,111,125,0
6,6,2190,15975,122,145,0
7,7,2555,15958,132,149,0
8,8,2920,15921,109,146,0
9,9,3285,15874,117,164,0
10,10,3650,15869,155,160,0
11,11,4015,15850,134,153,0
12,12,4380,15836,151,165,0
13,13,4745,15817,135,154,0
14,14,5110,15807,158,168,0
15,15,5475,15817,166,156,0
16,16,5840,15798,173,192,0
17,17,6205,15783,164,179,0
18,18,6570,15778,185,190,0
19,19,6935,15751,171,198,0
20,20,7300,15742,178,187,0
