ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16269,45,143,0
1,1,365,16196,55,128,0
2,2,730,16100,47,143,0
3,3,1095,16016,56,140,0
4,4,1460,15915,53,154,0
5,5,1825,15819,71,167,0
6,6,2190,15714,56,161,0
7,7,2555,15620,56,150,0
8,8,2920,15541,72,151,0
9,9,3285,15445,61,157,0
10,10,3650,15354,59,150,0
11,11,4015,15233,77,198,0
12,12,4380,15161,78,150,0
13,13,4745,15061,56,156,0
14,14,5110,14963,65,163,0
15,15,5475,14899,76,140,0
16,16,5840,14820,98,177,0
17,17,6205,14748,81,153,0
18,18,6570,14626,62,184,0
19,19,6935,14537,86,175,0
20,20,7300,14427,76,186,0
