ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16315,82,135,0
1,1,365,16254,82,143,0
2,2,730,16201,78,131,0
3,3,1095,16133,80,148,0
4,4,1460,16074,89,148,0
5,5,1825,16013,90,151,0
6,6,2190,15959,96,150,0
7,7,2555,15903,82,138,0
8,8,2920,15829,94,168,0
9,9,3285,15758,103,174,0
10,10,3650,15703,101,156,0
11,11,4015,15642,109,170,0
12,12,4380,15594,108,156,0
13,13,4745,15560,111,145,0
14,14,5110,15494,114,180,0
15,15,5475,15438,113,169,0
16,16,5840,15405,134,167,0
17,17,6205,15328,117,194,0
18,18,6570,15286,136,178,0
19,19,6935,15215,129,200,0
20,20,7300,15193,155,177,0
