ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16245,30,153,0
1,1,365,16103,10,152,0
2,2,730,16000,25,128,0
3,3,1095,15871,18,147,0
4,4,1460,15750,14,135,0
5,5,1825,15630,17,137,0
6,6,2190,15483,19,166,0
7,7,2555,15361,18,140,0
8,8,2920,15237,23,147,0
9,9,3285,15115,11,133,0
10,10,3650,14983,23,155,0
11,11,4015,14862,27,148,0
12,12,4380,14698,15,179,0
13,13,4745,14551,18,165,0
14,14,5110,14402,22,171,0
15,15,5475,14263,20,159,0
16,16,5840,14109,28,182,0
17,17,6205,13960,21,170,0
18,18,6570,13822,20,158,0
19,19,6935,13653,21,190,0
20,20,7300,13461,23,215,0
