ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16299,81,150,0
1,1,365,16221,76,154,0
2,2,730,16159,84,146,0
3,3,1095,16111,74,122,0
4,4,1460,16063,79,127,0
5,5,1825,16012,87,138,0
6,6,2190,15959,89,142,0
7,7,2555,15935,107,131,0
8,8,2920,15857,88,166,0
9,9,3285,15819,103,141,0
10,10,3650,15776,89,132,0
11,11,4015,15711,117,182,0
12,12,4380,15652,99,158,0
13,13,4745,15618,116,150,0
14,14,5110,15570,131,179,0
15,15,5475,15513,130,187,0
16,16,5840,15442,138,209,0
17,17,6205,15378,114,178,0
18,18,6570,15338,141,181,0
19,19,6935,15300,144,182,0
20,20,7300,15232,135,203,0
