ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16277,59,150,0
1,1,365,16210,76,143,0
2,2,730,16133,80,157,0
3,3,1095,16077,96,152,0
4,4,1460,16038,105,144,0
5,5,1825,16009,109,138,0
6,6,2190,15970,107,146,0
7,7,2555,15954,121,137,0
8,8,2920,15934,122,142,0
9,9,3285,15916,133,151,0
10,10,3650,15861,103,158,0
11,11,4015,15870,147,138,0
12,12,4380,15849,134,155,0
13,13,4745,15830,144,163,0
14,14,5110,15808,150,172,0
15,15,5475,15765,146,189,0
16,16,5840,15739,134,160,0
17,17,6205,15678,142,203,0
18,18,6570,15669,163,172,0
19,19,6935,15661,177,185,0
20,20,7300,15655,178,184,0
