ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16265,52,154,0
1,1,365,16181,63,147,0
2,2,730,16100,76,157,0
3,3,1095,16002,82,180,0
4,4,1460,15945,78,135,0
5,5,1825,15909,89,125,0
6,6,2190,15876,110,143,0
7,7,2555,15812,95,159,0
8,8,2920,15784,110,138,0
9,9,3285,15755,110,139,0
10,10,3650,15664,93,184,0
11,11,4015,15624,112,152,0
12,12,4380,15538,105,191,0
13,13,4745,15503,101,136,0
14,14,5110,15439,117,181,0
15,15,5475,15393,127,173,0
16,16,5840,15317,113,189,0
17,17,6205,15265,131,183,0
18,18,6570,15191,124,198,0
19,19,6935,15126,127,192,0
20,20,7300,15022,117,221,0
