ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16279,49,138,0
1,1,365,16195,66,150,0
2,2,730,16139,77,133,0
3,3,1095,16058,68,149,0
4,4,1460,15972,77,163,0
5,5,1825,15872,52,152,0
6,6,2190,15812,77,137,0
7,7,2555,15750,69,131,0
8,8,2920,15649,72,173,0
9,9,3285,15596,108,161,0
10,10,3650,15521,96,171,0
11,11,4015,15456,91,156,0
12,12,4380,15427,105,134,0
13,13,4745,15368,103,162,0
14,14,5110,15303,116,181,0
15,15,5475,15244,120,179,0
16,16,5840,15184,104,164,0
17,17,6205,15142,133,175,0
18,18,6570,15097,133,178,0
19,19,6935,15037,124,184,0
20,20,7300,14970,119,186,0
