ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16306,67,129,0
1,1,365,16266,90,130,0
2,2,730,16205,79,140,0
3,3,1095,16190,123,138,0
4,4,1460,16128,99,161,0
5,5,1825,16094,112,146,0
6,6,2190,16078,135,151,0
7,7,2555,16060,129,147,0
8,8,2920,16035,150,175,0
9,9,3285,16039,134,130,0
10,10,3650,16017,142,164,0
11,11,4015,15985,150,182,0
12,12,4380,15972,166,179,0
13,13,4745,15981,162,153,0
14,14,5110,15995,172,158,0
15,15,5475,15958,156,193,0
16,16,5840,15960,171,169,0
17,17,6205,15954,177,183,0
18,18,6570,15972,187,169,0
19,19,6935,15988,176,160,0
20,20,7300,15962,167,193,0
