ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16272,59,154,0
1,1,365,16199,59,132,0
2,2,730,16132,63,130,0
3,3,1095,16065,57,124,0
4,4,1460,15977,64,152,0
5,5,1825,15884,74,167,0
6,6,2190,15828,74,130,0
7,7,2555,15740,64,152,0
8,8,2920,15690,97,147,0
9,9,3285,15613,77,154,0
10,10,3650,15556,87,144,0
11,11,4015,15458,87,185,0
12,12,4380,15355,81,184,0
13,13,4745,15295,94,154,0
14,14,5110,15244,98,149,0
15,15,5475,15122,71,193,0
16,16,5840,15038,93,177,0
17,17,6205,14965,100,173,0
18,18,6570,14860,85,190,0
19,19,6935,14766,104,198,0
20,20,7300,14698,120,188,0
