ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16285,55,138,0
1,1,365,16180,56,161,0
2,2,730,16123,79,136,0
3,3,1095,16041,70,152,0
4,4,1460,15968,73,146,0
5,5,1825,15928,85,125,0
6,6,2190,15857,85,156,0
7,7,2555,15782,82,157,0
8,8,2920,15731,97,148,0
9,9,3285,15669,100,162,0
10,10,3650,15617,113,165,0
11,11,4015,15561,105,161,0
12,12,4380,15513,124,172,0
13,13,4745,15458,101,156,0
14,14,5110,15408,118,168,0
15,15,5475,15376,132,164,0
16,16,5840,15308,127,195,0
17,17,6205,15256,120,172,0
18,18,6570,15205,121,172,0
19,19,6935,15145,121,181,0
20,20,7300,15076,133,202,0
