ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16274,54,148,0
1,1,365,16188,62,148,0
2,2,730,16133,75,130,0
3,3,1095,16087,92,138,0
4,4,1460,16014,85,158,0
5,5,1825,15944,82,152,0
6,6,2190,15877,81,148,0
7,7,2555,15832,83,128,0
8,8,2920,15749,88,171,0
9,9,3285,15689,88,148,0
10,10,3650,15636,106,159,0
11,11,4015,15598,104,142,0
12,12,4380,15544,84,138,0
13,13,4745,15507,127,164,0
14,14,5110,15456,107,158,0
15,15,5475,15412,114,158,0
16,16,5840,15370,136,178,0
17,17,6205,15304,115,181,0
18,18,6570,15250,119,173,0
19,19,6935,15200,142,192,0
20,20,7300,15190,155,165,0
