ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16286,55,137,0
1,1,365,16214,59,131,0
2,2,730,16109,40,145,0
3,3,1095,16032,57,134,0
4,4,1460,15948,58,142,0
5,5,1825,15856,54,146,0
6,6,2190,15747,42,151,0
7,7,2555,15664,66,149,0
8,8,2920,15579,49,134,0
9,9,3285,15475,57,161,0
10,10,3650,15407,69,137,0
11,11,4015,15338,82,151,0
12,12,4380,15238,68,168,0
13,13,4745,15154,76,160,0
14,14,5110,15047,71,178,0
15,15,5475,14934,63,176,0
16,16,5840,14817,80,197,0
17,17,6205,14713,76,180,0
18,18,6570,14610,86,189,0
19,19,6935,14512,83,181,0
20,20,7300,14409,68,171,0
