ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16298,65,136,0
1,1,365,16222,55,131,0
2,2,730,16177,82,127,0
3,3,1095,16097,65,145,0
4,4,1460,16043,81,135,0
5,5,1825,15996,88,135,0
6,6,2190,15935,79,140,0
7,7,2555,15886,96,145,0
8,8,2920,15807,100,179,0
9,9,3285,15740,97,164,0
10,10,3650,15703,113,150,0
11,11,4015,15639,92,156,0
12,12,4380,15594,119,164,0
13,13,4745,15524,104,174,0
14,14,5110,15489,117,152,0
15,15,5475,15430,117,176,0
16,16,5840,15395,125,160,0
17,17,6205,15328,108,175,0
18,18,6570,15261,121,188,0
19,19,6935,15231,124,154,0
20,20,7300,15161,122,192,0
