ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16239,23,151,0
1,1,365,16121,21,139,0
2,2,730,16008,24,137,0
3,3,1095,15880,19,147,0
4,4,1460,15745,15,150,0
5,5,1825,15614,18,149,0
6,6,2190,15508,25,131,0
7,7,2555,15390,24,142,0
8,8,2920,15268,18,140,0
9,9,3285,15131,17,154,0
10,10,3650,15006,25,150,0
11,11,4015,14884,18,140,0
12,12,4380,14747,26,163,0
13,13,4745,14614,24,157,0
14,14,5110,14449,23,188,0
15,15,5475,14323,26,152,0
16,16,5840,14172,23,174,0
17,17,6205,14033,32,171,0
18,18,6570,13897,26,162,0
19,19,6935,13729,22,190,0
20,20,7300,13555,22,196,0
