ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16279,61,149,0
1,1,365,16198,66,147,0
2,2,730,16125,64,137,0
3,3,1095,16053,76,148,0
4,4,1460,15997,80,136,0
5,5,1825,15930,79,146,0
6,6,2190,15847,92,175,0
7,7,2555,15773,96,170,0
8,8,2920,15736,98,135,0
9,9,3285,15650,88,174,0
10,10,3650,15595,122,177,0
11,11,4015,15543,100,152,0
12,12,4380,15487,102,158,0
13,13,4745,15452,131,166,0
14,14,5110,15392,106,166,0
15,15,5475,15325,121,188,0
16,16,5840,15280,129,174,0
17,17,6205,15214,130,196,0
18,18,6570,15156,113,171,0
19,19,6935,15135,154,175,0
20,20,7300,15071,131,195,0
