ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16275,63,155,0
1,1,365,16195,72,152,0
2,2,730,16135,85,145,0
3,3,1095,16057,75,153,0
4,4,1460,15979,81,159,0
5,5,1825,15910,75,144,0
6,6,2190,15841,79,148,0
7,7,2555,15786,105,160,0
8,8,2920,15740,103,149,0
9,9,3285,15706,110,144,0
10,10,3650,15661,117,162,0
11,11,4015,15620,120,161,0
12,12,4380,15568,107,159,0
13,13,4745,15514,131,185,0
14,14,5110,15440,119,193,0
15,15,5475,15399,131,172,0
16,16,5840,15353,124,170,0
17,17,6205,15283,112,182,0
18,18,6570,15231,128,180,0
19,19,6935,15169,137,199,0
20,20,7300,15083,125,211,0
