ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16292,72,148,0
1,1,365,16213,57,136,0
2,2,730,16135,71,149,0
3,3,1095,16078,77,134,0
4,4,1460,16028,75,125,0
5,5,1825,15973,75,130,0
6,6,2190,15913,89,149,0
7,7,2555,15859,93,147,0
8,8,2920,15798,87,148,0
9,9,3285,15760,111,149,0
10,10,3650,15703,104,161,0
11,11,4015,15639,93,157,0
12,12,4380,15583,117,173,0
13,13,4745,15521,101,163,0
14,14,5110,15483,104,142,0
15,15,5475,15427,117,173,0
16,16,5840,15378,128,177,0
17,17,6205,15353,130,155,0
18,18,6570,15325,154,182,0
19,19,6935,15283,143,185,0
20,20,7300,15220,137,200,0
