ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16299,81,150,0
1,1,365,16230,71,140,0
2,2,730,16184,88,134,0
3,3,1095,16128,77,133,0
4,4,1460,16044,78,162,0
5,5,1825,15989,94,149,0
6,6,2190,15943,97,143,0
7,7,2555,15866,80,157,0
8,8,2920,15805,92,153,0
9,9,3285,15737,79,147,0
10,10,3650,15688,99,148,0
11,11,4015,15644,113,157,0
12,12,4380,15598,123,169,0
13,13,4745,15544,110,164,0
14,14,5110,15475,110,179,0
15,15,5475,15428,136,183,0
16,16,5840,15395,147,180,0
17,17,6205,15332,126,189,0
18,18,6570,15304,133,161,0
19,19,6935,15246,128,186,0
20,20,7300,15205,134,175,0
