ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16285,65,147,0
1,1,365,16220,77,142,0
2,2,730,16141,77,156,0
3,3,1095,16100,92,133,0
4,4,1460,16059,97,138,0
5,5,1825,16027,111,143,0
6,6,2190,15961,92,158,0
7,7,2555,15937,100,124,0
8,8,2920,15890,106,153,0
9,9,3285,15855,112,147,0
10,10,3650,15825,122,152,0
11,11,4015,15772,104,157,0
12,12,4380,15716,108,164,0
13,13,4745,15675,125,166,0
14,14,5110,15617,106,164,0
15,15,5475,15565,123,175,0
16,16,5840,15531,125,159,0
17,17,6205,15455,116,192,0
18,18,6570,15381,112,186,0
19,19,6935,15333,131,179,0
20,20,7300,15235,121,219,0
