ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16268,45,145,0
1,1,365,16164,56,160,0
2,2,730,16084,44,124,0
3,3,1095,15985,47,146,0
4,4,1460,15891,38,132,0
5,5,1825,15785,46,152,0
6,6,2190,15697,41,129,0
7,7,2555,15566,23,154,0
8,8,2920,15442,28,152,0
9,9,3285,15317,20,145,0
10,10,3650,15220,22,119,0
11,11,4015,15068,14,166,0
12,12,4380,14924,13,157,0
13,13,4745,14795,10,139,0
14,14,5110,14617,8,186,0
15,15,5475,14465,9,161,0
16,16,5840,14295,9,179,0
17,17,6205,14118,7,184,0
18,18,6570,13965,9,162,0
19,19,6935,13770,10,205,0
20,20,7300,13599,4,175,0
