ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16279,49,138,0
1,1,365,16197,59,141,0
2,2,730,16125,65,137,0
3,3,1095,16055,80,150,0
4,4,1460,15989,65,131,0
5,5,1825,15939,98,148,0
6,6,2190,15871,92,160,0
7,7,2555,15814,96,153,0
8,8,2920,15744,84,154,0
9,9,3285,15723,104,125,0
10,10,3650,15663,99,159,0
11,11,4015,15636,122,149,0
12,12,4380,15602,132,166,0
13,13,4745,15569,122,155,0
14,14,5110,15491,106,184,0
15,15,5475,15438,127,180,0
16,16,5840,15405,140,173,0
17,17,6205,15392,170,183,0
18,18,6570,15340,123,175,0
19,19,6935,15314,149,175,0
20,20,7300,15281,150,183,0
