ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16262,57,162,0
1,1,365,16182,54,134,0
2,2,730,16094,62,150,0
3,3,1095,16034,81,141,0
4,4,1460,15971,75,138,0
5,5,1825,15898,83,156,0
6,6,2190,15821,79,156,0
7,7,2555,15751,66,136,0
8,8,2920,15652,73,172,0
9,9,3285,15586,79,145,0
10,10,3650,15495,68,159,0
11,11,4015,15427,74,142,0
12,12,4380,15334,68,161,0
13,13,4745,15272,95,157,0
14,14,5110,15216,95,151,0
15,15,5475,15105,87,198,0
16,16,5840,15027,94,172,0
17,17,6205,14949,111,189,0
18,18,6570,14858,91,182,0
19,19,6935,14764,104,198,0
20,20,7300,14683,109,190,0
