ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16299,81,150,0
1,1,365,16246,80,133,0
2,2,730,16175,75,146,0
3,3,1095,16100,74,149,0
4,4,1460,16023,72,149,0
5,5,1825,15933,61,151,0
6,6,2190,15865,90,158,0
7,7,2555,15821,103,147,0
8,8,2920,15771,96,146,0
9,9,3285,15729,96,138,0
10,10,3650,15703,102,128,0
11,11,4015,15651,107,159,0
12,12,4380,15581,104,174,0
13,13,4745,15531,114,164,0
14,14,5110,15478,131,184,0
15,15,5475,15469,136,145,0
16,16,5840,15426,139,182,0
17,17,6205,15361,110,175,0
18,18,6570,15294,140,207,0
19,19,6935,15269,139,164,0
20,20,7300,15210,132,191,0
