ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16278,56,145,0
1,1,365,16192,62,148,0
2,2,730,16118,62,136,0
3,3,1095,16022,56,152,0
4,4,1460,15918,56,160,0
5,5,1825,15826,61,153,0
6,6,2190,15738,59,147,0
7,7,2555,15645,63,156,0
8,8,2920,15542,54,157,0
9,9,3285,15445,62,159,0
10,10,3650,15369,68,144,0
11,11,4015,15290,69,148,0
12,12,4380,15211,66,145,0
13,13,4745,15139,79,151,0
14,14,5110,15039,83,183,0
15,15,5475,14959,93,173,0
16,16,5840,14867,85,177,0
17,17,6205,14765,83,185,0
18,18,6570,14634,75,206,0
19,19,6935,14522,85,197,0
20,20,7300,14404,81,199,0
